"","Country","Year","Status","Life.expectancy..men.","Life.expectancy.women.","Adult.Mortality..men.","Adult.Mortality..women.","Infant.deaths","Alcohol","Percentage.expenditure","Hepatitis.B.men.","Hepatitis.B.women.","Measles","BMI","Under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","country_id","Inflation..CPI...","GDP..Current.USD.","Unemployment.Rate....","Interest.Rate..Real....","Inflation..GDP.Deflator....","GDP.Growth....Annual.","Current.Account.Balance....GDP.","Government.Expense....of.GDP.","Government.Revenue....of.GDP.","Tax.Revenue....of.GDP.","Gross.National.Income..USD.","Public.Debt....of.GDP.","above_below_average"
"58","croatia",2012,TRUE,70,74,65,86,0,11.49,1851.713262,68,46,2,61.9,0,96,7.8,96,0.1,13235.97757,4267558,1.5,1.5,0.815,14.6,"hr",3.41207349081358,57551963753.2104,15.935,7.95706676811321,1.41145606381943,-2.25374558078583,-0.361322793991159,40.2275034908042,34.7181189913422,20.1280057346355,55633820700.9614,76.3261475703115,FALSE
"59","croatia",2011,TRUE,59,64,83,68,0,12.19,1913.356642,38,30,12,61.3,0,96,7.8,96,0.1,14539.18421,428622,1.6,1.5,0.808,14.5,"hr",2.2727272727273,62903737379.7834,13.678,7.88322341632649,1.66934505042573,-0.0977514527446601,-1.66224275963358,42.0175237781233,34.4717407982143,19.6439220715243,60863146670.8241,71.916981259806,FALSE
"60","croatia",2010,TRUE,54,59,78,95,0,12.1,206.8868182,32,50,7,6.6,0,97,8.25,97,0.1,1355.74586,4417781,1.6,1.6,0.803,14.2,"hr",1.03055505333574,58981738868.753,11.62,9.3703358251639,0.920113149429753,-1.33408152400571,-2.51814375609402,41.1447376444262,34.6906214868376,20.2786868701383,56943854316.0842,65.3425081443405,FALSE
"61","georgia",2014,FALSE,84,51,57,76,1,6.13,221.482875,42,43,3188,55.3,1,91,7.42,91,0.1,4429.6575,3727,2.7,2.8,0.759,13.5,"ge",3.06881210379543,17966015109.3043,17.439,6.99857918583662,4.58990448370156,4.09049059581743,-9.93087844279949,26.2373116449152,25.4539436353319,22.0531492339701,17737747151.643,30.3921568627451,FALSE
"62","georgia",2013,FALSE,75,54,93,96,1,5.91,180.3787034,62,57,7872,54.4,1,94,7.25,93,0.1,4274.376857,3776,2.7,2.8,0.755,13.5,"ge",-0.512058410947092,17517660143.6859,19.416,14.33919979516,-0.650965016455302,5.13288531209382,-5.45445307967913,24.601894433386,25.4626261239618,22.0625986684055,17200885802.7475,28.9477658041046,FALSE
"63","georgia",2012,FALSE,51,68,83,86,1,7.71,158.2576025,29,30,31,53.6,1,93,8.57,92,0.1,4142.869175,3825,2.6,2.8,0.749,13.4,"ge",-0.943658853270964,16894392033.2256,19.653,14.4751367835711,0.291166471422628,6.57883101954195,-11.1441786727056,24.2728608810983,24.6087392909632,23.0885041402301,16722078802.949,28.1048141377209,FALSE
"64","georgia",2011,FALSE,53,69,94,52,1,8.14,198.94876,33,28,64,52.8,1,88,9.38,94,0.1,3725.63221,3875,2.6,2.8,0.742,13.3,"ge",8.5429333333333,15475290469.2869,19.632,5.33421645154787,9.17171128297396,7.9343365253078,-11.9098234516365,23.1399670485459,23.9016820567838,22.6614046515192,15049331839.1101,27.6972297789187,FALSE
"65","georgia",2010,FALSE,72,67,53,59,1,7.24,194.1732658,22,66,22,52,1,88,1.5,92,0.1,2964.47734,3926,2.6,2.8,0.738,13.3,"ge",7.11017897486099,12426907967.1578,20.203,-0.0524161381825589,15.9058283591544,6.24640865303363,-9.6468391223966,25.0571131879543,22.7256309539934,21.1106596234593,12209869879.0692,31.4208316402546,FALSE
"66","guatemala",2013,FALSE,78,71,82,78,11,1.93,582.1469583,35,25,0,49.3,13,84,6.3,85,0.4,3452.828934,15596214,1.2,1.2,0.611,10.7,"gt",4.34337131279521,52996446269.442,3.017,9.90635406784334,3.35844634594847,3.69481919881751,-4.22439861083835,13.0330962185914,11.67480802316,11.1022938902238,51760446244.4955,25.2099495623048,FALSE
"67","guatemala",2012,FALSE,64,83,63,60,11,2.02,484.7187892,31,73,0,48.6,13,94,6.33,96,0.4,3299.65139,1527156,1.2,1.2,0.616,10.6,"gt",3.78180754679678,49593929487.1263,2.765,9.77861845512881,3.37775084412593,2.97470856847661,-3.72480170275582,13.1714004750496,11.6536287653464,11.0095522578867,48568929273.3039,24.7007424112068,FALSE
"68","guatemala",2011,FALSE,73,69,63,83,11,2.16,457.7745845,34,21,0,47.9,14,88,6.28,88,0.4,3187.845296,14948919,1.2,1.2,0.609,10.5,"gt",6.21412393067091,46876006272.2387,3.172,6.11382983166567,6.89464340316468,4.16390688293349,-3.37024214653633,12.7453111287762,11.5886315232722,11.0178435431948,45572706218.2146,24.5639597782709,FALSE
"69","guatemala",2010,FALSE,52,59,64,72,12,2.14,443.3248254,20,53,0,47.2,14,94,6.64,94,0.4,2825.5247,1463417,1.3,1.3,0.602,10.5,"gt",3.85950909833175,40676578423.4871,3.497,7.80319865201804,5.13757298846622,2.88417542800377,-1.88548550474234,12.8578109221043,11.2508952061192,10.6050218415249,39642878334.4674,24.8169594138567,FALSE
"70","hungary",2014,TRUE,76,79,92,90,0,0.01,160.9449342,63,34,0,64.2,0,99,7.4,99,0.1,14117.97668,9866468,1.7,1.6,0.834,15.8,"hu",-0.227566270988219,141033843265.669,7.725,0.727927850740095,3.6927260947232,4.23220980614269,0.747980298522413,45.0215129127658,40.0613114179011,23.0184223257961,134668476150.214,98.6713309160176,FALSE
"71","hungary",2013,TRUE,76,52,65,58,0,10.88,155.1952076,22,24,1,63.6,1,99,7.53,99,0.1,13613.6147,989382,1.7,1.7,0.824,15.4,"hu",1.73319984983101,135684315697.713,10.177,3.38782575776228,2.82053189026186,1.80252210082266,2.99024715804561,46.9322911976887,40.1442967183969,22.8679862346687,131737629361.407,94.7331902055697,FALSE
"72","hungary",2012,TRUE,64,68,71,85,0,11.27,164.2793407,29,31,2,63,1,99,7.74,99,0.1,12834.32349,992362,1.7,1.7,0.823,15.4,"hu",5.65214517088646,128814279315.132,11.003,5.93703845906845,2.89276167816158,-1.25022602347063,1.07616343983467,44.5997295340966,40.3400277777098,22.8677979866006,123360599722.351,94.1475132059307,FALSE
"73","hungary",2011,TRUE,81,65,88,92,0,11.51,17.82121883,62,45,5,62.4,1,99,7.84,99,0.1,1448.87958,9971727,1.7,1.7,0.821,15.4,"hu",3.9299209893507,141942264554.475,11.029,6.27071635883203,1.92872070289376,1.86683747544298,0.428149463526032,44.981831721564,37.2771732430796,21.0415078006666,135068573275.969,90.562544900341,FALSE
"74","hungary",2010,TRUE,53,61,65,77,0,10.78,19.22023996,68,44,0,61.7,1,99,7.85,99,0.1,1325.53379,123,1.8,1.8,0.817,15.3,"hu",4.85555795691956,132175349953.713,11.172,4.92951131347553,2.53257045300049,1.0762540427767,-0.187824310820443,43.5272422036192,37.9764951131874,22.5876259541854,125954223289.104,81.2817151464614,FALSE
"75","iceland",2014,TRUE,69,73,88,90,0,7.45,8254.020763,22,46,0,6.6,0,9,8.86,9,0.1,52473.11356,327386,1,0.9,0.915,19,"is",2.04461481539333,17867662177.8911,4.897,3.45764445652863,4.14165194460018,1.68721501750642,4.34644886292108,34.3342435576371,35.2037215743936,24.4919599819558,17641035407.3781,135.796521914069,FALSE
"76","iceland",2013,TRUE,84,80,98,90,0,7.31,764.5440691,51,28,0,6.2,0,91,8.75,91,0.1,4781.3888,323764,1,0.9,0.907,19,"is",3.87227923748249,16125060515.3117,5.376,5.90173989477714,2.12454183861854,4.55246032015107,6.26157055695868,34.6598035258339,33.6452202318661,21.6567855014887,16010321394.1878,140.954580207259,FALSE
"77","iceland",2012,TRUE,71,55,61,79,0,7.81,6818.546407,26,38,0,59.7,0,89,8.68,89,0.1,44333.8518,32716,1,0.9,0.901,18.7,"is",5.18589988750698,14751508133.5443,6,4.72101402970896,3.44088030034162,1.06363660743763,-3.5156011396135,37.0690714217926,34.1091154935637,21.503307076745,13461900235.8385,152.739624546059,FALSE
"78","iceland",2011,TRUE,78,61,52,58,0,8.13,7.0480925,20,72,0,59.3,0,95,8.65,95,0.1,46.217,31914,0.9,0.9,0.894,18.6,"is",4.0010266434312,15221622925.9319,7.028,4.46319256484599,3.09666958205543,1.84577915624217,-4.70354106391418,38.4544582354193,33.1369310007771,20.5821774257347,13450225651.4506,156.915918249342,FALSE
"79","iceland",2010,TRUE,84,68,95,65,0,8.25,6005.575763,37,49,0,58.9,0,96,8.86,96,0.1,41676.44527,31841,0.9,0.9,0.894,18.4,"is",5.39673113167477,13751161917.7398,7.564,3.6553690935997,6.36885446534224,-2.83277491540855,-6.14491097728025,37.9621517564777,31.8572856059815,20.2264379933079,11655447395.2346,150.633812484101,FALSE
"80","india",2014,FALSE,58,53,92,90,957,3.07,86.52153895,54,39,79563,18.1,1200,84,4.69,85,0.2,1573.11889,1293859294,26.8,27.4,0.607,11.6,"in",6.66565671867899,2039126479154.52,7.674,6.69517609043592,3.33175691706154,7.41022760508854,-1.33950896483453,14.803137644208,11.550620644555,9.98465419071312,2015014420953,49.9009248748319,TRUE
"81","india",2013,FALSE,52,77,76,62,1000,3.11,67.67230438,25,25,13822,17.5,1300,82,4.53,83,0.2,1452.195373,127856227,26.8,27.5,0.599,11.5,"in",10.0178784746102,1856721507621.58,7.711,3.86599286270871,6.18650400083453,6.38610640094825,-2.64566711733893,16.6386825486965,12.6089934124693,11.0016256942917,1833600950822.72,50.3118273627008,TRUE
"82","india",2012,FALSE,81,52,72,71,1100,3.1,64.96964491,19,29,18668,17,1400,79,4.39,82,0.2,1446.98541,126365852,26.9,27.6,0.59,11.3,"in",9.47899691419801,1827637590410.41,7.666,2.47352048880901,7.9343874779296,5.45638755166587,-5.00488971805304,16.166712404362,12.599872776486,10.8367717209692,1806177396650.21,50.6780305618952,TRUE
"83","india",2011,FALSE,83,82,69,66,1100,3,64.6059005,26,68,33634,16.4,1500,79,4.33,82,0.2,1461.671957,124723629,26.9,27.7,0.58,10.8,"in",8.91179336483371,1823051829894.55,7.616,1.31798086194015,8.73357890618065,5.24131619937695,-3.42928468606061,14.4898394030493,11.4959960090891,10.1773871997608,1807020595447.34,51.5565536600977,TRUE
"84","india",2010,FALSE,79,69,78,75,1200,2.77,57.73359864,48,23,31458,15.9,1600,76,4.28,79,0.2,1345.77153,12398691,27,27.8,0.569,10.4,"in",11.9893899204244,1675615519484.96,7.652,-1.98385922139866,10.5260308551661,8.49758470221235,-3.25348368945179,16.5051359514049,13.1835965373763,10.3880397905312,1657660502177.3,51.5919103003897,TRUE
"85","jamaica",2014,FALSE,64,82,90,67,1,3.83,427.3054534,70,57,0,53.5,1,93,5.36,92,0.5,4855.743789,286287,1.8,1.7,0.727,12.8,"jm",8.27407886231419,13899217721.6818,9.046,9.62037590824989,6.92994589148002,0.689822357374339,-8.01738724810733,25.6804618517507,26.7018053518149,24.0532304305783,13600817721.6819,132.413890497651,FALSE
"86","jamaica",2013,FALSE,59,56,61,52,1,3.79,5.457289334,57,28,0,52.7,1,86,5.91,93,0.6,56.144952,285187,1.8,1.7,0.727,12.8,"jm",9.34150076569673,14264205152.6126,9.698,8.5786763223903,8.41581565660749,0.5176860128024,-9.51223858387756,25.0159858498313,27.7201651561805,24.0092921973108,13930605100.5079,135.885094993632,FALSE
"87","jamaica",2012,FALSE,62,57,51,54,1,3.65,37.17108782,33,26,0,52,1,96,5.66,96,0.5,521.33363,284992,1.8,1.7,0.725,12.8,"jm",6.87397708674309,14807086555.5283,8.695,10.3745623903729,6.57190361388207,-0.613636039869121,-9.72634702774029,27.5103722033504,26.2286682812297,24.3328930313007,14607486110.2225,137.934669887058,FALSE
"88","jamaica",2011,FALSE,84,61,74,52,1,3.58,33.17529686,63,36,1,51.2,1,93,5.21,92,0.6,513.549487,2829493,1.8,1.7,0.722,12.8,"jm",7.555856465809,14444661522.1463,8.034,12.9618004384749,5.79618847204975,1.73037626746921,-14.283409237551,28.2010759070268,25.9651231873402,23.364368298024,13926261521.2056,133.978459775192,FALSE
"89","jamaica",2010,FALSE,64,70,92,57,1,3.55,396.6270975,70,18,0,5.5,1,94,5.3,94,0.5,4682.728424,281721,1.8,1.7,0.721,12.7,"jm",12.6105519975603,13220549908.2494,7.63,9.69328443234426,9.81023516820396,-1.45714720947502,-7.06479945013375,28.901745665482,27.4155610153779,24.2781717265526,12725932639.2705,136.224334891016,FALSE
"90","jordan",2014,FALSE,50,69,63,73,4,0.41,63.8784522,68,59,20,64.8,4,98,7.45,98,0.1,466.94775,88936,3.9,3.9,0.737,13.1,"jo",2.89947905006057,36847643521.1268,11.9,5.36000685759248,3.44532356315609,3.38407809933472,-7.07786962691051,27.4877592741813,23.0530536841064,15.4316440340028,36430961830.9859,77.7139917549107,FALSE
"91","jordan",2013,FALSE,76,68,55,84,4,0.4,546.6235156,74,35,120,64,4,98,7.23,98,0.1,3992.86717,8413464,3.9,3.9,0.737,13.1,"jo",4.82462314269537,34454440140.8451,12.6,2.70046942578587,6.1436238894444,2.60994737548631,-10.1695840827968,26.2399999345942,20.9286380534572,14.9305149962785,34115848591.5493,73.723812248079,FALSE
"92","jordan",2012,FALSE,74,85,89,92,4,0.41,67.70171064,62,37,3,63.2,4,98,8,98,0.1,387.753211,7992573,3.9,3.9,0.735,12.9,"jo",4.5152295667099,31634561690.1408,12.2,3.99019709985347,4.60681522593885,2.42935800100238,-14.8926903748186,28.8746412441361,21.0457996671033,14.9212805170996,31246533521.1268,65.3506139398579,FALSE
"93","jordan",2011,FALSE,81,56,97,57,4,0.43,68.86623298,49,74,0,62.4,4,98,8.39,98,0.1,387.324145,7574943,3.8,3.9,0.737,13.1,"jo",4.1624416292779,29524149154.9296,12.9,2.64640624425561,5.91051095801734,2.73717988632104,-10.0122011601875,28.8477144890018,20.0308690724264,14.6082372225069,29259642112.6761,60.4217719904335,FALSE
"94","jordan",2010,FALSE,71,55,91,63,4,0.51,715.9709092,51,40,0,61.7,4,98,8.42,98,0.1,3679.19275,718239,3.8,3.8,0.739,13.2,"jo",4.84551875852116,27133804225.3521,12.5,0.87595563748754,8.07745609713074,2.31483422063046,-6.93580742997941,26.2403308465959,22.1173100380322,15.4990908124012,26919156338.0282,59.7710843617397,FALSE
"95","lesotho",2014,FALSE,82,84,68,73,4,0.01,162.1278115,71,27,0,32,6,9,1.62,93,9.4,1174.839214,2145785,5.8,5.6,0.491,10.8,"ls",5.37028961008587,2441063054.05792,16.104,-3.24084954531814,14.0351521545479,1.71054990545476,-8.42016664486882,38.3219218166396,42.0285705734308,36.3284327192766,2719632972.79486,33.0174927862044,FALSE
"96","lesotho",2013,FALSE,83,70,77,99,4,0.01,153.3443147,35,62,516,31.4,6,9,11.7,93,9.6,1196.1335,2117361,6.1,5.9,0.484,11.1,"ls",4.86511899496385,2367112931.642,15.97,-0.326347464909588,10.2798956437383,1.79252555575545,-10.7579867652524,42.7084395082867,42.3694860915918,35.9075271908447,2718881337.31294,33.208634984126,FALSE
"97","lesotho",2012,FALSE,57,50,99,88,4,0.01,168.1348992,20,42,179,3.8,6,93,11.14,95,9,1281.516,289928,6.4,6.2,0.479,11,"ls",6.05143662139967,2477702216.26888,15.813,7.76762533451624,2.18204801752952,6.33408374679448,-18.765252030753,40.0545811100607,43.766329167757,38.0837569930604,2892666013.15149,32.1837873350535,FALSE
"98","lesotho",2011,FALSE,76,60,62,79,4,2.39,195.825251,58,71,172,3.2,6,95,11.79,96,10.5,1352.38433,264166,6.8,6.6,0.469,11,"ls",5.0366305210156,2579409619.96722,16.157,0.916378131096899,9.42640700324388,4.61641394528752,-11.8566683946226,40.7961669316991,37.1898688094273,30.2137479343975,3089102150.16736,27.1308905908949,FALSE
"99","lesotho",2010,FALSE,74,79,57,67,4,2.71,154.8705998,30,54,2488,29.7,6,92,1.87,93,13.4,1173.26212,24551,7.2,7,0.464,10.9,"ls",-2.40524254598706,2234754241.91918,16.113,5.58719510638191,5.33711013720971,5.26967078056286,-11.0020417569816,42.5411688089885,41.306159255742,30.2987604301988,2872100467.22588,29.563599276758,FALSE
"100","malawi",2014,FALSE,55,50,83,81,27,0.01,59.48744893,25,32,3,19.2,40,87,11.38,91,5.1,354.7253961,1768838,6.5,6.3,0.466,10.7,"mw",23.7920649469687,8801326169.14547,4.967,19.2778710214511,20.9692813073299,5.6252699997921,-12.8223513014995,14.0654400013646,11.7964542832246,10.9491092554382,8640515834.70583,27.9207565041985,FALSE
"101","malawi",2013,FALSE,52,64,86,51,29,0.01,55.83107625,57,43,1,18.8,42,89,1.96,89,6.3,332.922339,16577147,6.5,6.4,0.459,10.7,"mw",27.2833333333334,8031571927.62055,4.978,14.9275379057296,27.0462909961503,5.41034999949837,-15.3915920767632,12.992188528166,10.1007501918162,9.7087435618013,7872142936.48892,24.9138891722583,FALSE
"102","malawi",2012,FALSE,74,58,51,99,31,0.01,82.76865922,55,73,11,18.4,46,95,12.6,96,8.3,374.51882,169735,6.6,6.5,0.454,10.7,"mw",21.2712650013779,8773203178.16512,4.952,12.4873563820682,17.639764474193,1.90000000072142,-8.48798044395288,11.8715643730145,9.82244916034164,9.31571514240387,8638482884.79603,28.4619929057621,FALSE
"103","malawi",2011,FALSE,64,82,80,54,32,1.23,13.77617463,67,72,26,18,50,97,11.67,97,11.2,512.125451,15627618,6.7,6.6,0.444,10.6,"mw",7.6228226284852,11648142958.3651,4.842,8.56192815315002,13.9902377428521,4.93266999845892,-9.75872117783752,12.526089145286,11.4006485954383,10.6177069783918,11532861683.3477,18.8455448350087,FALSE
"104","malawi",2010,FALSE,64,75,51,50,35,1.08,9.728005297,28,65,118712,17.6,54,86,1.5,93,13.7,458.8681744,1516795,6.8,6.7,0.43,10.2,"mw",7.41159092883827,10128323010.6049,4.798,11.1460693566832,12.1272220613228,6.87406585401587,-9.57007930375057,12.6994361476594,11.6734090885258,10.5634650209755,10021166893.8185,19.2608300381554,FALSE
"105","malaysia",2014,FALSE,76,54,88,94,4,0.52,721.3655432,32,40,221,39.5,4,97,4.17,97,0.1,11183.96191,322817,7.6,7.4,0.783,13,"my",3.14299050879095,338066095097.254,2.88,2.06851821643173,2.46746678366378,6.00672194558203,4.39159166153878,19.6835443850248,19.9400646937981,14.8407907140268,326875882255.886,52.6758487332831,FALSE
"106","malaysia",2013,FALSE,79,80,77,64,3,0.53,110.6779711,68,38,195,38.5,4,97,4.2,97,0.1,1882.27842,2976724,7.8,7.6,0.779,12.9,"my",2.10501231233612,323276235524.415,3.16,4.46753081745693,0.17447448132144,4.69372252557893,3.46614353655814,20.6021204303102,20.9471104854243,15.310235280489,312493632789.776,52.9992519246741,FALSE
"107","malaysia",2012,FALSE,58,66,98,67,3,0.53,101.609245,69,18,1868,37.4,4,97,4.1,97,0.1,1779.49641,2917456,7.9,7.7,0.776,12.9,"my",1.66357102479206,314443047642.111,3.1,3.7484193736755,0.999932303470885,5.47345419253853,5.18877994987762,20.9798770041143,21.4065968461326,15.613146742555,302839192295.004,51.6464316160996,FALSE
"108","malaysia",2011,FALSE,85,73,94,93,3,0.51,9.23002632,64,56,1569,36.3,4,96,3.89,96,0.1,145.1262,28635128,8,7.8,0.774,13,"my",3.1744709215131,297951668674.835,3.05,-0.471868633960644,5.41240809007968,5.29391283414003,10.905001967915,19.7347795900774,20.3369846215943,14.794353171378,290892852065.831,50.0286816425423,FALSE
"109","malaysia",2010,FALSE,83,73,93,51,3,0.49,65.56659662,32,50,73,35.3,4,96,3.99,96,0.1,971.356987,28112289,8.2,8,0.764,12.8,"my",1.62285235577035,255017638455.59,3.39,-2.11327732642702,7.26684593389439,7.42484738326097,10.0556778509323,18.2319253890148,19.4358718043738,13.3321953103767,246905159655.731,49.5598230655171,FALSE
"110","maldives",2011,FALSE,80,75,72,87,0,1.92,1079.893546,55,49,0,23.1,0,96,8.11,96,0.1,6497.55443,377,13.9,14,0.663,11.8,"mv",11.2734146055937,2774350240.04918,10.06,-2.15892928208514,12.628798047821,8.57269912813135,-13.8208553363039,22.4031116061657,21.3217769356971,12.0781339785612,2479686376.01075,57.2981206101706,FALSE
"111","maldives",2010,FALSE,79,58,90,85,0,1.83,91.13971812,51,47,0,22.1,0,97,7.93,96,0.1,633.79498,367,14,14.1,0.653,11.6,"mv",6.14988536750173,2588176054.6875,10.881,6.85478089219826,3.29537815566177,6.83547135623688,-7.57604640472633,25.4405148099364,19.1468693407657,8.84762793030511,2276923140.625,54.8854181471638,FALSE
"112","mauritius",2012,FALSE,67,64,84,50,0,0.01,915.1859205,27,45,0,31.8,0,98,4.76,98,0.1,9291.227619,1255882,7.1,7,0.756,14.3,"mu",3.85216033315983,11668696396.7887,7.472,6.05193132211093,2.46552355243207,3.49611836470866,-7.09172688122855,20.3563158074857,22.5701566260937,18.6217074867957,12083538713.4471,36.5088808021811,FALSE
"113","mauritius",2011,FALSE,60,82,87,66,0,3.03,918.807245,54,19,2,31.3,0,98,5.2,98,0.1,9197.26972,125244,7.1,7.1,0.748,14.1,"mu",6.52249254869342,11518413429.9684,7.447,5.57883017241309,3.1614637980008,4.07753806610333,-13.5461288550227,20.4000036292481,21.9154566652654,18.0045184138976,11299782797.643,35.5204190571818,FALSE
"114","mauritius",2010,FALSE,58,72,79,95,0,2.95,0.108055973,31,41,12,3.7,0,99,5.29,99,0.2,8.376432,1254,7.2,7.2,0.74,14,"mu",2.93236301369854,10003670690.3497,7.654,7.66227180047388,1.12641892024499,4.37720322344293,-10.0540447638357,22.0184311446078,22.1122234597687,18.0167133723215,10003670690.3497,36.7873761596586,FALSE
"115","papua new guinea",2014,FALSE,84,82,98,82,10,0.01,208.2311603,62,28,2299,47.9,13,64,4.26,73,0.7,2182.716565,7755785,1.3,1.3,0.511,10,"pg",5.22211720226841,23210823987.308,2.536,3.73533580456129,5.43739265412782,13.5437706216546,12.1393177239905,21.7511493892941,19.2671991455953,17.9099621510466,22809098942.2622,26.8946120001805,FALSE
"116","peru",2014,FALSE,62,63,60,52,8,0.01,973.728675,18,51,0,54.9,10,78,5.47,88,0.1,6491.5245,3973354,1.1,1.1,0.735,13.4,"pe",3.41194579807465,200786250582.943,3.208,12.994785090205,2.43244108501779,2.38215737180541,-4.2824745585632,20.5114219115948,21.8296907288523,16.7209266785318,191695514405.553,19.56538960172,FALSE
